Comprobante;Origen - Nombre de base de datos;Fecha;Vendedor - Nombre;Lista de precios - Descripción;Proveedor - Nombre;Artículo - Descripción;Artículo - Código;Color - Código;Talle - Descripción;Item - Cantidad;Item - Monto Neto
FEN B 0028-00000015;CORDOBA;04/02/2026;Sofia Perazzo;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;H1;M;1;16150,0001
FEN B 0028-00000184;CORDOBA;03/03/2026;Sofia Perazzo;PUBLICO;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;C4;M;1;25000
FEN A 0028-00000109;CORDOBA;27/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;B1;M;1;13500
FEN B 0028-00000095;CORDOBA;19/02/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;M;9;121500
FEN A 0028-00000058;CORDOBA;09/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;P4;M;2;27000
FEN B 0028-00000172;CORDOBA;28/02/2026;Sofia Perazzo;PUBLICO;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;P4;MG;1;25000
FEN A 0028-00000077;CORDOBA;17/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;H2;MG;1;19990
FEN A 0028-00000076;CORDOBA;17/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;C4;M;1;19990
FEN A 0028-00000160;CORDOBA;16/04/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;M;6;81000
FEN A 0028-00000183;CORDOBA;24/04/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;C4;M;1;19990
FEN A 0028-00000030;CORDOBA;21/02/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;M;4;54000
FEN A 0028-00000027;CORDOBA;19/02/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;M;4;54000
FEN B 0028-00000137;CORDOBA;25/02/2026;Sofia Perazzo;PUBLICO;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;H1;G;1;25000
FEN A 0028-00000049;CORDOBA;03/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;E1;M;2;27000
CEN A 0028-00000003;CORDOBA;03/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;E1;M;-2;-27000
FEN A 0028-00000048;CORDOBA;03/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;E1;M;2;27000
FEN B 0028-00000533;CORDOBA;13/04/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;M;1;17000
FEN B 0028-00000461;CORDOBA;06/04/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;E1;M;1;17000
FEN B 0028-00000286;CORDOBA;12/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;E1;M;1;23750,0002
FEN B 0028-00000195;CORDOBA;03/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;CHOMBA DAMA BASICA PIQUE PAMPERO;511138100;H2;G;1;22800,003
FEN B 0028-00000253;CORDOBA;09/03/2026;Sofia Perazzo;PUBLICO;Pampenorte S.R.L.;CHOMBA DAMA BASICA PIQUE PAMPERO;511138100;P4;G;-1;-22670,0163
FEN A 0028-00000079;CORDOBA;18/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;H2;G;2;39980
FEN B 0028-00000253;CORDOBA;09/03/2026;Sofia Perazzo;PUBLICO;Pampenorte S.R.L.;CHOMBA DAMA BASICA PIQUE PAMPERO;511138100;H2;G;-1;-22670,0163
FEN A 0028-00000161;CORDOBA;16/04/2026;Sofia Perazzo;PUBLICO;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;H2;G;1;25000
FEN A 0028-00000171;CORDOBA;21/04/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;H2;G;1;19990
FEN A 0028-00000077;CORDOBA;17/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;H2;G;1;19990
FEN A 0028-00000051;CORDOBA;04/03/2026;Sofia Perazzo;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;H2;G;2;32299,9999
FEN A 0028-00000095;CORDOBA;20/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;H1;G;1;13500
FEN B 0028-00000621;CORDOBA;22/04/2026;Sofia Perazzo;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;H1;G;-1;-17000
FEN A 0028-00000027;CORDOBA;19/02/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;H1;G;1;13500
FEN A 0028-00000077;CORDOBA;17/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;H2;M;1;19990
FEN A 0028-00000187;CORDOBA;27/04/2026;Sofia Perazzo;PUBLICO;Pampenorte S.R.L.;CHOMBA DAMA BASICA PIQUE PAMPERO;511138100;H2;G;1;24000
FEN A 0028-00000123;CORDOBA;31/03/2026;Sofia Perazzo;PUBLICO;Pampenorte S.R.L.;CHOMBA DAMA BASICA PIQUE PAMPERO;511138100;H2;G;2;48000
FEN A 0028-00000079;CORDOBA;18/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;H2;M;2;39980
FEN A 0028-00000047;CORDOBA;03/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;CHOMBA DAMA BASICA PIQUE PAMPERO;511138100;C4;G;1;19500
FEN A 0028-00000160;CORDOBA;16/04/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;G;4;54000
FEN A 0028-00000110;CORDOBA;27/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;C4;G;3;59970
CEN A 0028-00000010;CORDOBA;27/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;C4;G;-3;-59970
FEN A 0028-00000103;CORDOBA;25/03/2026;Sofia Perazzo;MAYORISTA;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;C4;G;12;239880
FEN B 0028-00000682;CORDOBA;28/04/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;3MG;1;17000
FEN B 0028-00000682;CORDOBA;28/04/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;E1;3MG;1;17000
FEN B 0028-00000295;CORDOBA;13/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;G;1;17000
FEN B 0028-00000400;CORDOBA;28/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;G;-1;-17000
FEN B 0028-00000139;CORDOBA;25/02/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;C4;G;1;23749,9993
FEN B 0028-00000195;CORDOBA;03/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;CHOMBA DAMA BASICA PIQUE PAMPERO;511138100;E1;G;1;22799,9985
FEN B 0028-00000730;CORDOBA;04/05/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;E1;G;1;28500
FEN B 0028-00000285;CORDOBA;12/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;P4;CH;1;16150,0025
CEN B 0028-00000012;CORDOBA;12/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;P4;CH;-1;-16149,9975
FEN B 0028-00000284;CORDOBA;12/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;P4;CH;1;16149,9975
FEN B 0028-00000352;CORDOBA;21/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;H2;CH;1;25000
FEN B 0028-00000285;CORDOBA;12/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;CH;1;16149,9975
FEN B 0028-00000180;CORDOBA;02/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;C4;CH;1;23748,5099
FEN B 0028-00000284;CORDOBA;12/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;CH;1;16150,0025
CEN B 0028-00000012;CORDOBA;12/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;CH;-1;-16150,0025
FEN A 0028-00000203;CORDOBA;30/04/2026;Nicolas Urricelqui;MAYORISTA;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;P4;2MG;3;40500
FEN A 0028-00000052;CORDOBA;04/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;2MG;1;17000
FEN B 0028-00000487;CORDOBA;08/04/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;B1;2MG;1;17000
FEN B 0028-00000730;CORDOBA;04/05/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;P4;2MG;-1;-28500
FEN B 0028-00000369;CORDOBA;23/03/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;C4;2MG;1;17000
FEN B 0028-00000487;CORDOBA;08/04/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;H2;2MG;1;17000
FEN B 0028-00000148;CORDOBA;26/02/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;REMERA CARDADO JERSEY 24/1 PAMPERO;111140100;H2;2MG;1;17000
FEN B 0028-00000022;CORDOBA;04/02/2026;Nicolas Urricelqui;PUBLICO;Pampenorte S.R.L.;CHOMBA BASICA PIQUE PAMPERO;111138100;H2;2MG;1;23750
FCV B 0001-00000100;CORDOBA2;06/03/2026;Sofia Perazzo;MAYORISTA;RANQUEL DEL PLATA SA;CHALECO SOFTSHELL PAMPERO IND.;U752;H2;MMG;3;97663,0458
FCV B 0001-00000042;CORDOBA2;13/02/2026;Sofia Perazzo;MAYORISTA;RANQUEL DEL PLATA SA;CHALECO SOFTSHELL PAMPERO IND.;U752;H2;MMG;3;161459,9971
NCV B 0001-00000001;CORDOBA2;13/02/2026;Sofia Perazzo;MAYORISTA;RANQUEL DEL PLATA SA;CHALECO SOFTSHELL PAMPERO IND.;U752;H2;MMG;-3;-161459,9971
FCV B 0001-00000042;CORDOBA2;13/02/2026;Sofia Perazzo;MAYORISTA;RANQUEL DEL PLATA SA;CHALECO SOFTSHELL PAMPERO IND.;U752;H2;MG;2;107640,0007
NCV B 0001-00000001;CORDOBA2;13/02/2026;Sofia Perazzo;MAYORISTA;RANQUEL DEL PLATA SA;CHALECO SOFTSHELL PAMPERO IND.;U752;H2;MG;-2;-107640,0007
FCV B 0001-00000100;CORDOBA2;06/03/2026;Sofia Perazzo;MAYORISTA;RANQUEL DEL PLATA SA;CHALECO SOFTSHELL PAMPERO IND.;U752;H2;MG;2;65108,7003
FCV B 0001-00000130;CORDOBA2;14/03/2026;Nicolas Urricelqui;MAYORISTA;RANQUEL DEL PLATA SA;CHALECO SOFTSHELL PAMPERO IND.;U752;H2;M;1;53818,714
FEN A 0028-00000095;CORDOBA;20/03/2026;Sofia Perazzo;MAYORISTA;RANQUEL DEL PLATA SA;CHALECO SOFTSHELL PAMPERO IND.;U752;H2;CH;1;59800
FCV B 0001-00000060;CORDOBA2;24/02/2026;Sofia Perazzo;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;C6;38;1;102000
FCV B 0001-00000034;CORDOBA2;12/02/2026;Sofia Perazzo;MAYORISTA;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;42;1;0
FCV B 0001-00000097;CORDOBA2;06/03/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;40;1;71449,9979
FCV B 0001-00000079;CORDOBA2;03/03/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;H2;44;1;101979,3556
FCV B 0001-00000027;CORDOBA2;11/02/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;42;1;71500
FCV B 0001-00000097;CORDOBA2;06/03/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;42;1;71450,0021
FCV B 0001-00000068;CORDOBA2;26/02/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;41;1;71500
FCV B 0001-00000198;CORDOBA2;08/04/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;C6;43;1;102000
FCV A 0001-00000001;CORDOBA2;06/02/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;43;1;0
FCV A 0001-00000001;CORDOBA2;06/02/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;H2;43;1;0
FEN B 0028-00000337;CORDOBA;19/03/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;C6;42;1;113300
FEN B 0028-00000216;CORDOBA;05/03/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;C6;44;1;113300
FEN B 0028-00000208;CORDOBA;05/03/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;C6;44;1;107635
FEN B 0028-00000229;CORDOBA;06/03/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;40;1;79400
FEN B 0028-00000652;CORDOBA;25/04/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;G3;40;1;113300
CEN A 0028-00000006;CORDOBA;18/03/2026;Sofia Perazzo;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;G3;43;-1;-113300
FEN A 0028-00000080;CORDOBA;18/03/2026;Sofia Perazzo;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;G3;43;1;113300
FEN A 0028-00000081;CORDOBA;18/03/2026;Sofia Perazzo;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;G3;43;1;113300
FEN A 0028-00000136;CORDOBA;08/04/2026;Sofia Perazzo;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;42;1;79400
FEN A 0028-00000007;CORDOBA;04/02/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;H2;45;1;113300
FEN B 0028-00000574;CORDOBA;16/04/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;H2;42;1;113300
FEN A 0028-00000051;CORDOBA;04/03/2026;Sofia Perazzo;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;41;1;75430
FEN B 0028-00000322;CORDOBA;17/03/2026;Sofia Perazzo;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;C6;40;1;113300
FEN B 0028-00000579;CORDOBA;16/04/2026;Sofia Perazzo;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;C6;39;1;113300
FEN A 0028-00000051;CORDOBA;04/03/2026;Sofia Perazzo;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;40;1;75430,0003
FEN A 0028-00000026;CORDOBA;18/02/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;40;1;71460
FEN A 0028-00000106;CORDOBA;26/03/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;40;1;79400
FEN B 0028-00000298;CORDOBA;14/03/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;H2;40;1;113300
FEN B 0028-00000413;CORDOBA;31/03/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;C6;41;1;107635,0006
CEN B 0028-00000009;CORDOBA;20/02/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;H2;36;-1;-101999,9999
FEN B 0028-00000113;CORDOBA;20/02/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;H2;36;1;102000
FEN B 0028-00000038;CORDOBA;06/02/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;H2;36;1;113300
FEN A 0028-00000029;CORDOBA;20/02/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATILLA P1269 C/PUNTA;I307;H2;36;1;102006,3
FEN B 0028-00000717;CORDOBA;02/05/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;38;1;79400
FEN A 0028-00000045;CORDOBA;03/03/2026;Julieta Fernandez;PUBLICO;DENEB SA;ZAPATO 1609 C/FLOR C/PUNTA;I312;H2;43;1;79400
FEN A 0028-00000090;CORDOBA;20/03/2026;Julieta Fernandez;PUBLICO;PAMPERO;ZAPATO CONSTRUCTOR C/P PU PAMPERO;I052;H2;42;1;42800
FCV B 0001-00000096;CORDOBA2;06/03/2026;Sofia Perazzo;PUBLICO;DENEB SA;BOTIN 1709 C/FLOR PU BIDENSIDAD;I213;H2;40;1;72706,904
FCV B 0001-00000186;CORDOBA2;04/04/2026;Sofia Perazzo;PUBLICO;DENEB SA;BOTIN FUNDIDOR ELAS. 2519 S/PUNTA;I272;G3;40;1;86477,7421
FCV A 0001-00000003;CORDOBA2;03/03/2026;Sofia Perazzo;MAYORISTA;DENEB SA;BOTIN ALENKE 2799 CUERO FLOR ENGRASADO C/P;121146008;G3;42;1;0
FCV B 0050-00000029;CORDOBA2;29/04/2026;Julieta Fernandez;PUBLICO;DENEB SA;BOTIN ALENKE (2799) PAMPERO C/P;I322;G3;41;1;102417,1144
FCV B 0001-00000208;CORDOBA2;11/04/2026;Julieta Fernandez;PUBLICO;TKW S.A.;BOTIN  BOX CONSTRUCTOR PAMPERO;I055;H2;42;1;38500
FCV B 0050-00000056;CORDOBA2;06/05/2026;Nicolas Urricelqui;PUBLICO;RANQUEL DEL PLATA SA;BOTINETA PEHUAJO C/ CORDONES;121134003;G3;44;1;58948,6612
FEN A 0028-00000131;CORDOBA;06/04/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;BOTIN 1709 C/FLOR PU BIDENSIDAD;I213;H2;43;1;76759,9986
FEN B 0028-00000745;CORDOBA;05/05/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;BOTIN ALENKE (2799) PAMPERO C/P;I322;G3;39;1;108300
FEN B 0028-00000647;CORDOBA;24/04/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;BOTIN 1709 C/FLOR PU BIDENSIDAD;I213;H2;38;1;80800
FEN B 0028-00000301;CORDOBA;14/03/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;BOTIN 1709 C/FLOR PU BIDENSIDAD;I213;H2;39;1;76800
FEN A 0028-00000178;CORDOBA;22/04/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;BOTIN FUNDIDOR ELAS. 2519 S/PUNTA;I272;G3;44;1;96100
FEN B 0028-00000481;CORDOBA;08/04/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;BOTIN ALENKE (2799) PAMPERO C/P;I322;G3;44;1;108300,0008
FEN B 0028-00000643;CORDOBA;24/04/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;BOTIN 1709 C/FLOR PU BIDENSIDAD;I213;H2;44;1;80800
FEN A 0028-00000173;CORDOBA;21/04/2026;Alejandro Canale;MAYORISTA;DENEB SA;BOTIN HUEPIL 2701 PAMPERO CUERO FLOR C/P BIDENSIDAD;121134004;H2;41;1;53950
FEN A 0028-00000173;CORDOBA;21/04/2026;Alejandro Canale;MAYORISTA;DENEB SA;BOTIN HUEPIL 2701 PAMPERO CUERO FLOR C/P BIDENSIDAD;121134004;H2;40;3;161850
FEN A 0028-00000173;CORDOBA;21/04/2026;Alejandro Canale;MAYORISTA;DENEB SA;BOTIN HUEPIL 2701 PAMPERO CUERO FLOR C/P BIDENSIDAD;121134004;H2;43;2;107900
FEN A 0028-00000173;CORDOBA;21/04/2026;Alejandro Canale;MAYORISTA;DENEB SA;BOTIN HUEPIL 2701 PAMPERO CUERO FLOR C/P BIDENSIDAD;121134004;H2;42;1;53950
FEN A 0028-00000173;CORDOBA;21/04/2026;Alejandro Canale;MAYORISTA;DENEB SA;BOTIN HUEPIL 2701 PAMPERO CUERO FLOR C/P BIDENSIDAD;121134004;H2;42;5;269750
FEN A 0028-00000052;CORDOBA;04/03/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;BOTIN 1709 C/FLOR PU BIDENSIDAD;I213;H2;40;1;80800
FEN B 0028-00000461;CORDOBA;06/04/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;BOTIN FUNDIDOR ELAS. 2519 S/PUNTA;I272;G3;40;1;96100
FEN B 0028-00000196;CORDOBA;03/03/2026;Nicolas Urricelqui;PUBLICO;DENEB SA;BOTIN FUNDIDOR ELAS. 2519 S/PUNTA;I272;G3;40;1;96100
FEN B 0028-00000625;CORDOBA;22/04/2026;Sofia Perazzo;PUBLICO;DENEB SA;BOTIN 1709 C/FLOR PU BIDENSIDAD;I213;H2;42;1;80800
FEN A 0028-00000126;CORDOBA;01/04/2026;Sofia Perazzo;MAYORISTA;DENEB SA;BOTIN ALENKE (2799) PAMPERO C/P;I322;G3;44;1;91000
FEN A 0028-00000172;CORDOBA;21/04/2026;Sofia Perazzo;MAYORISTA;DENEB SA;BOTIN HUEPIL 2701 PAMPERO CUERO FLOR C/P BIDENSIDAD;121134004;H2;42;4;215800
FEN A 0028-00000126;CORDOBA;01/04/2026;Sofia Perazzo;MAYORISTA;DENEB SA;BOTIN ALENKE (2799) PAMPERO C/P;I322;G3;43;2;182000
FEN A 0028-00000128;CORDOBA;04/04/2026;Sofia Perazzo;PUBLICO;DENEB SA;BOTIN ALENKE (2799) PAMPERO C/P;I322;G3;43;-1;-114000
FEN B 0028-00000172;CORDOBA;28/02/2026;Sofia Perazzo;PUBLICO;DENEB SA;BOTIN 1709 C/FLOR PU BIDENSIDAD;I213;H2;43;1;80800
FEN A 0028-00000079;CORDOBA;18/03/2026;Sofia Perazzo;MAYORISTA;DENEB SA;BOTIN 1709 C/FLOR PU BIDENSIDAD;I213;H2;39;1;63800
FEN A 0028-00000079;CORDOBA;18/03/2026;Sofia Perazzo;MAYORISTA;DENEB SA;BOTIN 1709 C/FLOR PU BIDENSIDAD;I213;H2;43;1;63800
FEN A 0028-00000079;CORDOBA;18/03/2026;Sofia Perazzo;MAYORISTA;DENEB SA;BOTIN 1709 C/FLOR PU BIDENSIDAD;I213;H2;42;1;63800
FEN A 0028-00000174;CORDOBA;21/04/2026;Sofia Perazzo;MAYORISTA;DENEB SA;BOTIN HUEPIL 2701 PAMPERO CUERO FLOR C/P BIDENSIDAD;121134004;H2;44;1;53950
FEN A 0028-00000172;CORDOBA;21/04/2026;Sofia Perazzo;MAYORISTA;DENEB SA;BOTIN HUEPIL 2701 PAMPERO CUERO FLOR C/P BIDENSIDAD;121134004;H2;44;1;53950
FEN B 0028-00000727;CORDOBA;04/05/2026;Sofia Perazzo;PUBLICO;DENEB SA;BOTIN ALENKE (2799) PAMPERO C/P;I322;G3;43;1;114000
FEN B 0028-00000320;CORDOBA;17/03/2026;Sofia Perazzo;PUBLICO;DENEB SA;BOTIN ALENKE (2799) PAMPERO C/P;I322;G3;45;1;108300
FEN B 0028-00000381;CORDOBA;25/03/2026;Julieta Fernandez;PUBLICO;DENEB SA;BOTIN P401 BOX C/PUNTA PU AMARILLA;I606;H2;45;1;73100
FEN A 0028-00000022;CORDOBA;12/02/2026;Julieta Fernandez;MAYORISTA;DENEB SA;BOTIN PA-709 C/BOX PU BIDENSIDAD;I207;H2;44;1;49500
FEN A 0028-00000022;CORDOBA;12/02/2026;Julieta Fernandez;MAYORISTA;DENEB SA;BOTIN PA-709 C/BOX PU BIDENSIDAD;I207;H2;43;1;49500
FEN B 0028-00000678;CORDOBA;28/04/2026;Julieta Fernandez;PUBLICO;DENEB SA;BOTIN FUNDIDOR ELAS. 2519 S/PUNTA;I272;G3;44;1;96100
FEN A 0028-00000007;CORDOBA;04/02/2026;Julieta Fernandez;PUBLICO;DENEB SA;BOTIN FUNDIDOR ELAS. 2519 S/PUNTA;I272;G3;44;-1;-96100
FEN A 0028-00000005;CORDOBA;02/02/2026;Julieta Fernandez;PUBLICO;DENEB SA;BOTIN FUNDIDOR ELAS. 2519 S/PUNTA;I272;G3;44;1;90734,8169
FEN A 0028-00000022;CORDOBA;12/02/2026;Julieta Fernandez;MAYORISTA;DENEB SA;BOTIN 1709 C/FLOR PU BIDENSIDAD;I213;H2;42;1;63800
